[[0, 96], [96, 96], [96, 192]];1807.3262945494894;222.88969326019287;3;48
[[24, 96], [96, 96], [96, 192]];1462.7034945613698;301.18266701698303;3;24
[[0, 96], [96, 96], [96, 180]];1353.6933585012212;328.66752791404724;3;12
[[0, 102], [96, 102], [96, 186]];1414.021161228076;329.97774028778076;3;6
[[0, 96], [96, 0], [96, 96], [192, 96]];1026.986641113382;3505.0665216445923;4;96
[[0, 96], [102, 6], [102, 102], [186, 90]];524.9918591469124;13219.642507076263;4;6
[[24, 96], [120, 24], [96, 120], [168, 72]];586.4101952748119;11844.320858478546;4;24
[[48, 144], [48, 0], [144, 48], [144, 96]];660.6666862228382;8185.363009929657;4;48
[[0, 108], [96, 12], [108, 108], [180, 84]];528.038879144981;13038.191068649292;4;12
[[0, 96], [96, 96], [96, 192]];1807.3262945494894;125.1128876209259;3;96
[[0, 98], [98, 0], [98, 96], [190, 94]];700.1019494235978;12983.026301145554;4;2
[[2, 98], [94, 94], [98, 192]];1540.5495907022098;338.38540267944336;3;2
[[0, 0], [0, 96], [0, 192], [96, 96], [192, 96]];599.7874447293151;31090.95428276062;5;96
[[48, 0], [48, 96], [0, 144], [144, 144], [192, 96]];346.7620363895041;80552.87939429283;5;48
