[[12, 96], [96, 96], [96, 192]];1368.4943654117717;961.3139183521271;3;12
[[18, 96], [102, 96], [102, 192]];1355.2159844097469;1381.374056339264;3;6
[[24, 96], [96, 96], [96, 192]];1462.7034945613698;494.4314880371094;3;24
[[20, 94], [100, 94], [104, 190]];1316.682516987399;1838.1685514450073;3;2
[[48, 144], [36, 36], [132, 48], [144, 120]];480.3100561245975;78415.42446255684;4;12
[[54, 150], [30, 42], [126, 48], [144, 114]];469.1843740105448;125359.30976653099;4;6
[[54, 148], [32, 40], [128, 46], [144, 116]];464.9344367081438;171803.81665992737;4;2
[[48, 144], [48, 0], [144, 48], [144, 96]];660.6666862228382;7543.183755636215;4;48
[[0, 96], [96, 96], [96, 192]];1807.3262945494894;211.68921566009521;3;48
[[72, 24], [72, 96], [24, 144], [144, 144], [168, 72]];261.1805190378206;477830.6534011364;5;24
[[48, 144], [48, 24], [144, 48], [144, 120]];529.3054050917813;33573.67409801483;4;24
[(0, 96), (96, 96), (96, 192)];1807.3262945494894;37.74678921699524;3;96
[(0, 96), (96, 0), (96, 96), (192, 96)];1026.986641113382;322.6182622909546;4;96
[(0, 0), (0, 96), (0, 192), (96, 96), (192, 96)];599.7874447293151;1209.961330652237;5;96
[[48, 0], [48, 96], [0, 144], [144, 144], [192, 96]];346.7620363895041;79245.76115202904;5;48
