[[36, 42], [84, 168], [144, 96]];1500.9807779121477;785.9614446163177;3;6
[[48, 144], [96, 48], [144, 96]];1881.5203372613946;573.1681172847748;3;48
[[144, 48], [48, 144], [0, 48]];1908.613298065012;552.5745236873627;3;48
[[48, 96], [144, 168], [120, 72]];1544.1832019187723;738.9576556682587;3;24
[[72, 144], [24, 24], [168, 72]];1632.8449804964096;726.8667714595795;3;24
[[48, 96], [120, 72], [144, 168]];1544.1832019187723;705.0485391616821;3;24
[[96, 96], [24, 168], [48, 24]];1524.1746953444022;752.0735409259796;3;24
[[0, 96], [96, 96], [192, 96], [96, 0]];1026.986641113382;1329.2088513374329;4;96
[[156, 48], [60, 84], [96, 156]];1478.4325494011177;762.4799935817719;3;12
[[24, 96], [96, 84], [120, 180]];1527.6741305163414;759.1796491146088;3;12
[[48, 180], [96, 96], [168, 132]];1478.2300921177775;742.008330821991;3;12
[[0, 96], [96, 192], [96, 96]];1807.3262945494894;598.2293884754181;3;48
[[0, 96], [96, 192], [96, 96]];1807.3262945494894;551.3877804279327;3;48
[[132, 42], [156, 162], [78, 102]];1502.0158913593502;816.2563278675079;3;6
[[96, 96], [96, 192], [0, 96]];1807.3262945494894;587.1381468772888;3;48
[[48, 144], [144, 96], [96, 48]];1881.5203372613946;605.6895930767059;3;48
[[48, 144], [96, 48], [144, 96]];1881.5203372613946;599.9729585647583;3;48
[[168, 120], [72, 96], [144, 48], [96, 168]];584.1290715130835;5032.560523986816;4;24
[[96, 0], [96, 96], [192, 96]];1855.8960009260177;607.4699997901917;3;48
[[0, 96], [96, 96], [96, 192]];1807.3262945494894;616.7409150600433;3;48
[[40, 152], [72, 38], [156, 78]];1498.4751824373266;842.2981879711151;3;2
[[96, 96], [96, 192], [0, 96]];1807.3262945494894;621.1844115257263;3;48
[[84, 100], [152, 24], [152, 148]];1467.918671614074;760.6352472305298;3;2
[[24, 96], [96, 120], [120, 24]];1510.976299399562;756.9473502635956;3;24
[[144, 48], [144, 168], [48, 72]];1553.894055742171;708.8367154598236;3;24
[[192, 120], [96, 48], [96, 120]];1540.428729939003;700.9002134799957;3;24
