[[0, 96], [96, 192], [96, 96]];1807.3262945494894;81.07409501075745;3;96
[[96, 96], [96, 192], [0, 96]];1807.3262945494894;82.33966135978699;3;96
[[144, 144], [144, 0], [0, 96]];1977.548005361747;126.16459798812866;3;48
[[120, 144], [24, 120], [120, 24]];1558.7609154371885;152.71459889411926;3;24
[[120, 72], [24, 132], [156, 192]];1793.0902795173286;164.16386651992798;3;12
[[108, 102], [60, 42], [186, 36]];1626.4121788639984;171.81214785575867;3;6
[[144, 144], [96, 48], [0, 144]];2033.9080426052901;143.0625457763672;3;48
[[120, 116], [2, 112], [102, 20]];1655.2626126348089;183.26479697227478;3;2
[[24, 72], [120, 192], [144, 48]];1938.6505739758206;154.60425996780396;3;24
[[0, 72], [108, 96], [78, 174]];1631.3068228018915;173.00289154052734;3;6
[[168, 72], [84, 72], [84, 180]];1606.8089238633759;177.69323086738586;3;12
[[184, 22], [34, 22], [120, 88]];1757.1945856893578;179.9727566242218;3;2
[[192, 96], [96, 96], [96, 192], [0, 96]];1045.0310779915774;316.791467666626;4;96
[[96, 0], [0, 96], [192, 96], [96, 96]];1026.986641113382;338.78416299819946;4;96
[[0, 96], [96, 192], [192, 96], [192, 0], [96, 96]];673.7636312274512;586.3115327358246;5;96
[[96, 0], [96, 96], [0, 0], [192, 96], [0, 192]];642.8634620268423;807.1345679759979;5;96
[[48, 144], [48, 0], [192, 96], [144, 48]];733.3725705570271;824.4530999660492;4;48
[[48, 48], [48, 96], [96, 144], [144, 144]];760.0283699312307;828.2425875663757;4;48
[[24, 96], [120, 72], [24, 144], [168, 168]];666.0935923533227;991.0235860347748;4;24
[[84, 84], [180, 96], [48, 0], [156, 48]];739.6879705250072;1108.456162929535;4;12
[[96, 72], [48, 24], [48, 168], [144, 144]];614.2082942972056;1146.1785070896149;4;24
[[48, 96], [132, 18], [132, 96], [24, 144]];674.6414159348392;1124.6536588668823;4;6
[[114, 36], [150, 54], [24, 18], [78, 102]];703.8947417605746;1187.387592792511;4;6
[[88, 170], [96, 60], [44, 116], [150, 110]];565.2090674571597;1270.044499874115;4;2
[[108, 24], [48, 96], [120, 84], [48, 168]];632.7362283852927;1240.7637736797333;4;12
[[136, 156], [56, 88], [22, 162], [120, 72]];605.4007227731518;1283.458352804184;4;2
[[0, 192], [96, 192], [96, 48], [0, 48], [144, 144]];427.5346696880084;3035.0193367004395;5;48
[[144, 96], [0, 144], [144, 48], [0, 0], [96, 144]];393.007575518669;3232.9039721488953;5;48
[[72, 24], [48, 144], [24, 48], [168, 120], [120, 120]];345.1427569086575;4600.195140123367;5;24
[[0, 60], [156, 60], [156, 96], [48, 144], [108, 60]];333.79009107762886;4867.928360939026;5;12
[[96, 96], [120, 192], [24, 120], [24, 48], [120, 144]];315.03521147385277;4858.234611034393;5;24
[[12, 144], [168, 48], [72, 132], [156, 120], [60, 24]];328.75664663823227;5641.939975738525;5;12
[[90, 90], [102, 192], [104, 44], [128, 106], [32, 104]];314.0696272341756;5712.698494434357;5;2
[[162, 126], [102, 132], [102, 36], [12, 126], [18, 48]];334.2671620234076;5765.442949295044;5;6
[[24, 66], [96, 36], [42, 108], [132, 78], [102, 162]];315.30189010769004;6247.300731897354;5;6
[[178, 90], [108, 168], [28, 70], [128, 48], [92, 80]];300.6229998136576;6731.0418202877045;5;2
[[96, 0], [96, 96], [0, 96]];1834.159851100374;66.60041356086731;3;96
[[0, 96], [96, 96], [96, 192]];1807.3262945494894;80.56543803215027;3;96
[[96, 48], [144, 96], [48, 144]];1881.5203372613946;126.26876163482666;3;48
